Num,Review,Review_type
36564,"хх барлық жолдар қайда жазса да мордбукке жинақталады, мен оны оқи аламын 8",bad
36565,ну тебя то я вижу а где принц о о,bad
36566,Мен Лафройгпен емделемін Лафройг жақында аяқталады,bad
36567,"rt - js-тің 1 жолын жөндеудің жалғыз әдісі сияқты, бұл ұзақ ойластырылған көзқарас",bad
36568,по истечению неизвестных мне обстоятельств все контакты удалились скиньте пожалуйста мне свои номера в лс или как вам удобно,bad
36569,"Мен өтірік айтып жатырмын және ауырып жатырмын, егер мен тұра алсам, көп ұзамай тамақ ішуге барамын",bad
36570,"Нанның қиыршықтары жоқ пәтер олармен бірдеңе пісіргісі келді, бірақ олар жоқ",bad
36571,"таңертең сағат 8-де тұрып, оның қаншалықты шаршағанын білу керек",bad
36572,как мне плохо,bad
36573,"бізде қалада салқын кондитерлік дүкен бар, біз тортқа 3 тапсырыс бердік",bad
36574,"Менің ойымша, анам таңқураймен шай құйды",bad
36575,"қазір барлық заттарды жинау, srt-ке барайық",bad
36576,"керемет кітап, мен оның аяқталғанын қаламаймын, тек осыған негізделемін",bad
36577,блин блин блин подвела человека ужасно стыдно,bad
36578,"жақсы, мен бұл тортты бір рет те көрмеппін",bad
36579,неге мен таңертең ояна алмаймын,bad
36580,Друууг Жақында кездескенше қатты сағындым,bad
36581,сабақтар ертең 11 45-тен бастап. Мен дүйсенбіні жек көремін,bad
36582,"Мен тағы бір күн ұйықтамадым, дауысым жоғалып кетті, мен бүгін де сауда жасаймын, ааа, міне осылай кету керек",bad
36583,"енді очерк пен әңгіме жазыңыз, жоқ жоқ",bad
36584,все ок как настя сказала ахпха,bad
36585,"rt мен ақымақ сияқты мен оны күтіп тұрған сыйлық сатып алдым, ол бос емес, тіпті 5 минутқа шыға алмады, мен өзіммен бірге тұрдым",bad
36586,Мен ернімнің бір жерінде ботекс бар деген сезіммен жүремін,bad
36587,қарғыс қайтадан мен тізімде жоқпын,bad
36588,"Осылайша, менің 5 ГБ торрент үшін аяқталды",bad
36589,мне мой одноклассник не нравится он идиот а во сне мы встречались это было ужасно,bad
36590,"мен аватарымды қалай сүйреуге болады, оны еске түсіруге әлі уақыт болады",bad
36591,я просто не думаю их головы в нем instantfollowback,bad
36592,"немесе сізге бас-гитараның вокалдан сәл сол жағында ойнауын жақсы көру керек, немесе мен басқа құлаққапты сындырып алдым",bad
36593,просто мама выдала мне кажется что ты уже бабка 7 ти летняя которой ничего не надо уже в этой жизни я расстроена,bad
36594,жалғыз өкініштісі - бейне сапасы тек 36 р,bad
36595,"бесінші айда сізде сонша көп, бірақ ол олай емес",bad
36596,Мен хоруто емеспін,bad
36597,"өкінішке орай, мен бүгін бас сүйекке кіре алмаймын",bad
36598,сүйікті құрылғы,bad
36599,вообще себя не бережешь,bad
36600,және біз әлі түсірмегенбіз,bad
36601,"rt электр қуаты бір жерге кетті, содан кейін шлюзді қосқанда бірнеше темір сынды",bad
36602,Мен таза нәрседен беремін,bad
36603,выспалась на учебную неделю вперед правда снилось все что только можно,bad
36604,а вообще хичоль сейчас стал адекватным о о никаких тебе траходромов на сцене ни даже маленьких поцелуйчиков с минни,bad
36605,расплачусь блин если они не попадут в тройку лидеров mtvstars 3 seconds to mars,bad
36606,және жаңартулар таңқаларлықтай көтерілді,bad
36607,"Менде көйлектер жоқ деп ойладым иә 7 көйлектер мүлдем жоқ және кардигандар аз болса, егер 8 жеткіліксіз болса, мен тауықты білмеймін",bad
36608,жевал бородинский хлеб выпал обломок зуба прикрученный когда то стоматологом,bad
36609,"Мен ng-ге қоңырау шалып, оны сұрауға тырысатынымды білемін",bad
36610,"rt кеше 2245-те ұйықтап кетті, мен ұйықтап жатқанда көптеген қызықты оқиғалар болды",bad
36611,лента кому нибудь в тви ответил джаредлето,bad
36612,админка в wordpress уебишно тормозит после ngcms начинаешь драть себе волсы от ее скорости,bad
36613,"36 минуттық 1 минуттық видео жүктеледі 2 минут, мен бір кездері ағынды бейнені қалыпты жағдайда көре аламын ба деп ойлаймын",bad
36614,RT түні және шынымен де депресняк уақыты,bad
36615,"Сіз неге сізге қоңырау шалайын деп жатырсыз, бірақ олар сіздің ақшаңыз жоқ дейді",bad
36616,блин блин блииин потеряла свой браслет,bad
36617,"Мен үйде жалғызбын, демалыс күні бірдеңе жасауым керек",bad
36618,если пишешь то что думаешь про евромайдан то ты российский тролль,bad
36619,Джаредлето рулеткаға бір-екі рет жауап берді,bad
36620,печаль идти в единственный выходной на олимпиаду,bad
36621,"екінші күн қатарынан ауа-райы мені қуантады, бірақ күн жоқ екені өкінішті",bad
36622,"қазірдің өзінде түскі ас, ал Федор әлі киінетін болғандықтан, мен мультфильмсіз қалдым",bad
36623,қайтадан бітті Мен 11 серияны қалаймын,bad
36624,"Тыныш ормандағы кішкене үйге барып, каминнің жанында отырып, жауып жатқан қарға қарағым келеді",bad
36625,"иә, мен күнделікті жүктемемен ақпараттық өрістен мүлдем бас тарттым, twitter оқуға уақыт жоқ",bad
36626,"Бүгін біз Silent Hill-ді тек кешегі көріністен кейін ғана көре беремін, мен кеше түнде кошмар көрдім",bad
36627,не выспалась та еще и сон такой дурацкий приснился,bad
36628,rt твою дивизию я опять не сплю,bad
36629,воскресенье рабочий день хочу спаааааааать,bad
36630,телефон теперь постоянно показывает что якобы подключена гарнитура,bad
36631,неге мен бесікте күні бойы жата алмаймын,bad
36632,"Мен өте шаршадым, демалыс емес, бірақ ессіздік қатты, көңіл-күй жоқ, бірақ көп нәрсе істеу керек",bad
36633,нету рыб уже холодно какую то фигню зажгла вроде потеплее,bad
36634,үлкен жарылыс теориясы аяқталды,bad
36635,блииин зайчик ну как так то аккуратней надо быть,bad
36636,"rt кейде сіз үшін жаңа тілді үйрену кезінде сіз қаншалықты аз түсінетініңізді түсінесіз, бірақ жалпы ұқсас тілдерді білу жаман болуы мүмкін",bad
36637,Мен сізмін және біз автофолговерб парадоксы емеспіз,bad
36638,блин я неудачник подорвал попкорном микроволновку,bad
36639,"жаздың соңына таман бұл уақыт өте тез өтіп кетті, дегенмен ол баяу жүрді",bad
36640,кешке қайтып жалғыз,bad
36641,"жексенбі ертең дүйсенбі, ал бұл есек",bad
36642,lt скучаю люблю тебя сладкий мой я буду по вам скучать луусалми ве бест как только так к вам,bad
36643,у нее такие глаза такая улыбка и волосы и тут моя самооценка скукожилась и заплакала где то в уголке,bad
36644,"мүлдем басқа адамдар әр күн сайын сізге деген сүйіспеншілігін мойындаған кезде не істеу керек, ал сіз бұрынғы жігітіңізді жақсы көресіз",bad
36645,"rt kapets бір минут тыныш емес, неге мен бүгін бәріне мұқтажмын",bad
36646,я старушка у меня так болит спина причем современном не понятно от чего,bad
36647,можно простить человеку все когда понимаешь что теряешь его навсегда саша я буду помнить тебя всегда,bad
36648,"және қандай арамдық ашылды, бірақ маған ұйықтауға мүмкіндік бермеді",bad
36649,"бұл түймедақ шайы ақыл да, жүрек те емес",bad
36650,rt не хочу зачетную неделю заберите ее от меня,bad
36651,rt не могу уйти завтракать ахах только грушу съела пока что mtvstars 3 seconds to mars,bad
36652,"Мен бәрібір ауыра алдым, неге өмірімді жаралармен қиындатпай тыныш саяхаттай алмаймын",bad
36653,"Менің ойымша, жаңа аң аулаудың уақыты келді, өйткені мұнда басқалары бар және ол ештеңе бермейді",bad
36654,"орташа шәует тегіс беткейде 1 метрге дейін қосымша майлағышсыз жүруі мүмкін, мысалы, стек",bad
36655,нооо жоқ жоқ мен кеткім келмейді,bad
36656,менің түнгі әндерім ұнамады,bad
36657,google есептеу кезінде алгоритмді өзгертті,bad
36658,rt ah иә туған күніңмен бақытсыздар әрдайым сендерге фагтарды жек көретін,bad
36659,Келгенде сені ертерек құшақтағым келеді,bad
36660,кеше 1 уақыт ішінде ессіз ғашық болған адамнан өзімді басқалардан жоғары қоятын адамнан көңілім қалды,bad
36661,Мен оны кешке әрең жасай аламын,bad
36662,harin tiy zun b r chadaag yshd neeh sayhan deerees sermeirin,bad
36663,мама обижулька блин второй день со мной не разговаривает,bad
36664,"мүмкін, сонымен бірге олар Қырымнан бас тарта алады",bad
36665,"Бүгін соңғы концерт екеніне сене алмаймын, өкінішке орай, сенушілер туралы естеліктер концертіне жете алмадым",bad
36666,"шай пакеттері бітті, бұл қайнатпа бұзылады және боққа уақыт болмайды",bad
36667,"Шишкановты 3 айналымға сүйрейді және басып озады, мен оған әлі жете алмаймын",bad
36668,"бүгінде әже 74 жасқа толып, жер беті тыныш болсын",bad
36669,"маған барыңыз, маған 25-ке дейін жеткізу керек, маған өзара қарым-қатынас жасайтын адамдар, өзара директорлар артынан түсетін директор",bad
36670,rt странная штука жизнь вроде затрахала а не удовлетворяет,bad
36671,"технологияны кім бағалады, олар зиянды шығарындылардың қандай түрін әуесқойлар, арандатушылар және оларға алдау тобы болады",bad
36672,твиттер твиттері ios 7 стилінде де жаңартылды,bad
36673,ақылды жігіттер маған осы қалдықтарды қайда қою керектігін айтсын,bad
36674,коммуникация жүйесіндегі минималды қателік ықтималдығының критериі бойынша квазиоптималды курс тақырыбы болып табылады,bad
36675,а успокоительное то похоже действует только бутылочка кончаецца,bad
36676,"Көп ұзамай қарғыс атқан емтихандар, мен бір ойдан қорқамын",bad
36677,планирую уже ничего никому никогда не рассказывать,bad
36678,"керемет, осы топ туралы бұрын ештеңе естімегенім өкінішті",bad
36679,я убью весь мир короч поехали мы в баранки мне за плоншиком а потом бац и машина сломалась и пришлось вернуться обратно ааааааааааааааа,bad
36680,и еще скоро нг с мандаринками которые мне нельзя,bad
36681,"бұл өте керемет, ақыры, тек төсекте жатып, музыка тыңдау, өйткені сізге ешқайда барудың қажеті жоқ, бұл жұмақтың ұзаққа бармайтындығы өкінішті",bad
36682,"кеше Харьков бүгін ұйықтап жатқанда, мен жай демалыс алғым келеді",bad
36683,"Бүгін менің сүйікті тобым Крамноярскіде өнер көрсетіп жатыр, мен үйде отырған ақымақ сияқтымын",bad
36684,"Менің достарым жоқ, олармен қатты кеш өткізе аламын",bad
36685,соңғы және қарыз үшін ешқашан жасай алмайсыз,bad
36686,менің телефоным капетс менің телефоным қазір жоқ,bad
36687,маған ешкім жазбайды немесе маған үмітсіздік керек емес,bad
36688,"Алдымен ол бір нәрсе айтады, содан кейін жоспарлар өзгереді, мен оның мұң-мұқтажына тез бейімделе алмаймын",bad
36689,rt жөндеу php - мен жасаған ең сұрықсыз әрекет,bad
36690,"мен бара жатқан сияқтымын, бірақ анам сол жерде қозғалады, әлі ештеңе шықпауы мүмкін",bad
36691,"rt-ді ретке келтіру керек, әйтпесе тегтерде тозақ бар",bad
36692,двойное сальто назад меня достало за это утро,bad
36693,rt stop біз марста 3 секунд ішінде mtvstars үшінші орында тұрмыз,bad
36694,"lul anya мен оны түні бойы жұлып алдым дейді, бірақ бұл дұрыс емес 99999",bad
36695,"feedburner жөнделген твиттерді қолдау қазір ескі жазбаларды кездейсоқ қайталайды, егер бұл Google азаятын болса",bad
36696,многое поменялосььь незнай уже что будет дальшее,bad
36697,ақыр соңында rt рефлекторлы түрде екі рет нүкте арқылы түсініктемелерді қарауға мүмкіндік беруі мүмкін,bad
36698,мен бір рет қарлы күршік ойнадым,bad
36699,"жаз аяқталатын жерде сенің өлеңдерің бекер айтылмады, бірақ мен жазға қарай таңды қарсы аламын, енді ешқандай кедергі жоқ",bad
36700,сен кем дегенде дүйсенбіде келесің,bad
36701,агас миы қатты соғады,bad
36702,біз mtvstars бір бағытта болады деп үміттенеміз,bad
36703,"барлығы бірге немесе басқа бірдеңені тізімдемеді, немесе ол ер адам емес, бұл екі есе қорлықты",bad
36704,ғажайып өтті және 21 м жылдамдықта shotsabulo o o 443 портында жауап беру тоқтатылды,bad
36705,жалпы менің қайырлы таңым сабақтан басталады,bad
36706,"Мен, бәлкім, махаббатсыз және сүйіктісіз өмір сүруге арналған жалғыз адаммын",bad
36707,менің шоуым қайғы ренішті аяқтады,bad
36708,актерлердің көпшілігінің қызығы мен шыжығын көрмейді,bad
36709,ақымақ маман таңертеңнен бастап мен құмыралармен шылдыр ете бастадым және сен ояндым,bad
36710,жексенбі қазірдің өзінде мұншалықты тез қайғы,bad
36711,rt омфг давайте быстро рт mtvstars 3 seconds to mars,bad
36712,Мен бұдан құтыламын және оған ешқашан бармаймын,bad
36713,"қазірдің өзінде сұрақ қай күні мазалайды, мүмкін екеуі өзім шешім қабылдай алады, мүмкін емес, бірақ бауырлар жақын арада кеңес алу үшін қалаға оралмайды",bad
36714,"Бүгін мен де үмітпен лақтырайын деп жатырмын, біздің поштамыз біздің хаттарымыз ерекше болады, олар міндетті түрде жіберіледі",bad
36715,"қарғыс атқыр барлық жерде Ресейде өте қымбат, сіз миллионға дейін оңай сатып ала аласыз",bad
36716,"егер сіз менің қаншалықты шаршағанымды білсеңіз, үнемі қорқынышты бас ауруы мен айналуы ұйықтауға мәжбүр болады, өйткені таблетка көмектеспейді",bad
36717,ең қайғылы сәт - каттың өлтірілуі,bad
36718,"содан кейін менің көзіме жас төгіледі, себебі бұл фш",bad
36719,незабываемая ночь с эмоции зашкаливают самое главное теперь не слечь,bad
36720,по телевизору идет назад в будущее а у меня сегодняшний жуйк еще недочитан,bad
36721,кездесу көрсеткісін өзгерту мүмкін емес,bad
36722,"rt, бұл Linuxoids-тің ешқайсысы алдамшы q3 ойнамайды, мен сенбеймін",bad
36723,RT ұлдары қарым-қатынас мәселелерінде сирек кездеседі,bad
36724,"жүрегім қатты нашарлаған кезде, мен алкогольді жіберу үшін құсқым келеді, дәл сол тақырып",bad
36725,"rt ұялы телефондағы жад картасы қайтыс болды; маңызды ақпараттар жоғалды, сұмдық, және ешкім сақтық көшірме жасаған жоқ",bad
36726,"Кеше мен өзімді тағы бір рет ұстап алдым, саусағымды сындырып алдым да, сақинаны бүгіп, оны түзету үшін әкеге бердім",bad
36727,және бұл кейде болады,bad
36728,ухо болит невозможно просквозил наверное,bad
36729,"хм, мен жинаудан шаршадым, бірақ ол таза, әйтпесе пздттер болды",bad
36730,"gscan2pdf-тің айналасында екі сағат билегеннен кейін, мен түкіріп, Windows-тан cutepdf іске қостым, мен одан әрі ubuntu-ны азаптаймын",bad
36731,"блять ебля мен қазір осындамын, мен оны жылап жатырмын ска ол қолымен онымен жүрді бұл есек жай капетс",bad
36732,rt что за черт второй день джуйк мне по подпискам ничего не присылает,bad
36733,"ауру болу тіпті қызық емес, сурет салу да мүмкін емес",bad
36734,дәл таңертең интернет боктарын жейтін отакуе,bad
36735,вы тоже заболели я после такой выпивки,bad
36736,rt фваипиф mtvstars one direction,bad
36737,rt через полгода мне будет 17 а через полтора уже 18 я такая старая уже,bad
36738,қысқасы мен мұндай нәрселерге үйренбегенмін,bad
36739,"Дауысыңызды бұзған фактіні алып тастаңыз, бұл гитарада ән айту емес",bad
36740,"жақсы, капетс, қалай сенің дос қызың бар, мен бұған дейін ойлағанмын",bad
36741,zaebiiiiii телефон сынған мүлде қосылмайды,bad
36742,12 желтоқсан соңғы эпизод,bad
36743,"rt, өйткені ол өте сүйкімді еді, темекі шекпейтін, күлімсірегені осы әдеттердің бәріне тән емес еді",bad
36744,Самара сіз өтпейтін көшеде жай жүгірді,bad
36745,мужики под 4 со статусами мой лайк шлепок по твоей попе перестаньте добавляться плз,bad
36746,"Мен не істеу керектігін білмеймін, бірақ мен қайдан білемін",bad
36747,"Мен оны күрделілікке тастадым, бұл керемет болды, соның ішінде",bad
36748,"бірінші рет дәрісті жіберіп алғаным - бұл факт, сондықтан мен ағылшын тілін мүлде жіберіп алғым келмеді",bad
36749,Мен адвокаттың командасын қадағалап отырдым,bad
36750,менде карточкада минус 3 рубль бар,bad
36751,а я выспался но голова болит и вообще жопааа,bad
36752,"Шура ауылда күндіз болады, маған жоқ сияқты көрінеді, сондықтан мен фотосессияға бармаймын деді",bad
36753,смотрел гиганский слалом из китцбюеля ппц как ганс грюггер навернулся в коме до сих пор после операции на головном мо,bad
36754,Мен бұл туралы жұмада жаздым,bad
36755,все не вечно все не вечны у людей тоже есть срок годности больно,bad
36756,Интернеттің өшірілуіне байланысты мен бас пен құйрықты қараймын,bad
36757,бәрі өте қиын mtvstars бір бағыт,bad
36758,"Марина қайтадан қайғыға баттым, алкогольдік ойлар басыма келе бастады",bad
36759,нашего единственного мужчину в группе забирают в армию кто нас будет веселить теперь,bad
36760,Мен енді ешқашан торрент туралы ешкімге есеп бермеймін,bad
36761,"rt менің жан-жақты таланттымын деп айту ештеңе айтпауды білдіреді, өйткені мен одан басқа ештеңе армандай алмаймын",bad
36762,"rt Мен бәріне сигнал беруді зеріктірдім, бірақ мен олай болмадым",bad
36763,"нәресте менімен де жақсы болады, температурамен, ал сіңілім түнгі сағат 4-те жедел жәрдем келді",bad
36764,"көп ұзамай спорттық іс-шаралар, сондықтан мен ru ff шаштарын қысқартуды жөн көрдім",bad
36765,Құдай!,bad
36766,"о және длкку жылы farcry 3 қан айдаһарын ұятқа қалдырды, өйткені ол өзінің сүйікті тақтасына дауыс берді, бірақ, ең болмағанда, бұған ұнамайды",bad
36767,чувки кто нибудь рецепт таких печенек не игнарьте пжалки 99 9 99,bad
36768,"біз жарысқа кетеміз, біз қонақ үйге оралмаймыз, мен мүлдем шыққым келмейді мен сені сағындым литва клайпеда",bad
36769,Мен жалғыз демалыс күнімді физикаға арнаймын,bad
36770,сіз қырындай алмайсыз,bad
36771,Мүмкін ол қатты күйзеліске түскен шығар,bad
36772,"соңғы екі айда мен күніне орта есеппен екі сөз сөйлейтінмін, бірақ мен көп теріп жүрдім",bad
36773,да даже не из за этого мальчика кукольной внешности просто по жизни рещиков сеал давид и другие хер же я их увижу если вылечу,bad
36774,"үй жануарларына арналған азық-түліктің бағасы өсіп жатыр, фарш стсуко 5 р үй котлеттері сұралады",bad
36775,rt диетаға отырыңыз ия сұлы және алма бар таңғы асты ішіңіз,bad
36776,"МТС абонентті қарашаға алып тастады, яғни бір апта бұрын 7 рубль қазан үшін қазан сияқты болды",bad
36777,"Мен қалаймын, бірақ бір сағаттан кейін мен бизнеске баруым керек",bad
36778,rt нет папа пишел а то уж подумал,bad
36779,мультик кончился нужно начать убираться,bad
36780,"жаңа жылға қарай валютаны түсінетін адам кем дегенде аздап құлдырайды немесе өседі, әйтпесе бұл мен үшін өте қайғылы",bad
36781,елки и меня матушка только что с днем программиста поздравила o o,bad
36782,rt все уже елки наряжают а я не хочу так рано,bad
36783,"мен бірдеңе жақсы емеспін, мен бір күн демалғым келеді",bad
36784,ta nar hezee shiydev eglee yuu,bad
36785,rt давай поспорим на 1 кто быстрее скажет алфавит давай а б в г д алфавит блеать,bad
36786,аааа ну почему я такой доверчивый человек ценю то что не надо дружу с тем кто вообще хочет послать меня на все 4 стороны збс,bad
36787,отложим работу до января сейчас займемся учебой,bad
36788,бірақ бізде ол мүлде жоқ,bad
36789,"саған саусағыңды кесіп ал, о, жоқ, менің қолымнан айлық",bad
36790,надоело поздно просыпаться ничего тогда не успеваю,bad
36791,иттерді сендірудің соңғы мүмкіндігі көрме көмектесе алады,bad
36792,демалысты Виолеттамен өткізгендердің барлығы мен үшін өте жақсы болды,bad
36793,"сол сияқты менің әкем музыкант, бірақ ол маған тым бос екенін түсіндірмейді",bad
36794,енді мен Бразилияға барғым келетінін нақты түсіндім,bad
36795,почему нам на конкурсе не сделали такой звук жизньболь,bad
36796,смотрела и он мне не понравился,bad
36797,"иә, мен жазамын, мен қорқамын",bad
36798,"Кеше бәрі жазықсыз басталды, енді мен Боржомиді қаншалықты ақымақпын",bad
36799,в столице прошел снегопад на дорогах заносы и гололедица можно начинать кататься на санках нам бы так,bad
36800,"Мен қалай спат жасағым келеді, 8-де ұйқыға кетіп, сағат 12-де ояндым",bad
36801,rt дадада снег ахуеть засрем ленту все же блять слепые,bad
36802,у всех воскресенье а я к репетитору еду,bad
36803,"егер бұл сол болса, онда бүгін ол картонға көтерілмес бұрын бірнеше рет ойланатын болады",bad
36804,и тебя безумно хучу видеть обнимать разговаривать но я не в состоянии вообще,bad
36805,болею мой любимый поднимает мне настроение и дарит витаминки,bad
36806,новое погоняло на хип хапе афродита а я хотела шумиха 9999,bad
36807,"Мен сүйікті миниге қоңырау шала алмадым, такси станциясына қайта қоңырау шалдым, ол түтінге толы, дем алатындай ештеңе жоқ",bad
36808,я так хочу ему позвонить,bad
36809,постконцертная депрессия 9,bad
36810,блин увидев пуху агамемнона я снова захотел качать лука,bad
36811,rt помним любим скорбим,bad
36812,біреу бір жерде кэште көп жадыны жояды,bad
36813,на улице классная погода а я умудрилась заболеть хм как же мне плохо пожелейте меня,bad
36814,хоран мой мальчик,bad
36815,бірақ бұл біздің 5 жылдық қарым-қатынасымыздың ең мызғымас сәті клуб дәретханасындағы жыныстық қатынас және осыған ұқсас тағы бірнеше сәт болды.,bad
36816,менің кеше бомбалағаным бәріне ұнаған сияқты,bad
36817,момент скучания настал хочу назад в саратов все сегодня уедут имне весь день сидеть дома одной скучно,bad
36818,ene x giin n diig nalaikhin uurhaid agilladag ganz bee aav x xinin khamt yun africa,bad
36819,пилять ну дайте мне инвайт на хабр плиз а то я каждый раз стесняюсь из под женского ника писать,bad
36820,"олар қандай да бір себептермен мақталмайды, ал дүкенде олардың суреті табиғаттан тыс жарқын көрінеді",bad
36821,"қазіргі жастардың кез-келген нәрсені суретке түсіріп, инстаграмға орналастыру, әсіресе айнаға суретке түсу үшін ақымақтық басымдықтары",bad
36822,проехался в аэропорт бесплатно по причине того что обычные карточки в мюнхене не в почете надо как то запомнить это,bad
36823,на улице просто шикарно но я как всегда сижу дома жизнь боль,bad
36824,"Мен латыншаға жете алмаймын, осы аяқталғаннан кейін тағы шатасып қалдым",bad
36825,оһх олардың концертін көргім келеді,bad
36826,Мен мына суреттен жылағым келеді,bad
36827,ертең мен ғылыми гранитті бүгін дұрыс кеміремін,bad
36828,"Мен математика тесттерін жек көремін, мен гуманитарлық пәннің студентімін, маған ағылшын және орыс тілдерін шешуге мүмкіндік береді",bad
36829,rt girls кішкентай,bad
36830,менің ағам ауырған мұзды дәл менің бетіме лақтырды,bad
36831,а по идее должно быть dddd но это россия детка,bad
36832,пернетақтадағы бос орын жұмыс істемейді,bad
36833,почему тебе снятся сны со мной а мне с тобой нет,bad
36834,"жарайды, гүлге көмектес, мен мұнда тазалауды аяқтаймын ff",bad
36835,көзге хирургиялық араласудың лазерлік хирургиясындағы қосымша доңғалақты кесіп тастаңыз 13 қолтық асты хирургиясы үйде тұрыңыз,bad
36836,кешке дейін үйге келмеген жақсы болар еді,bad
36837,я то может быть и справился а он не может молчать,bad
36838,"Мен тыныш өмір сүргім келеді, қарамаңыз, темекі шекпеңіз, сүймеңіз, көзімді жұмып, сүйе аламын деп армандай беріңіз, бірақ қалай кешіруді білмеймін",bad
36839,rt насильно мил не будешь хоть дари всем подарки и сладости но если ты меня когда нибудь полюбишь я наверное сдохну от рад,bad
36840,как объяснить человеку что flac качается не для понта а для нормальной записи звука на диск стереотипы достали,bad
36841,сен сол жерде отырсың інжірдегі ақымақтар,bad
36842,Мен Серёженканы ағамсыз сағындым,bad
36843,rt мать берет в руки мобилу набирает номер и пиздит пиздит пиздит во телефону часа два к ряду,bad
36844,все переворачивается когда нахлынут воспоминания,bad
36845,"Блин, мен бұл сериалды көре бастадым, маған бірдеңе ұнамады",bad
36846,из коридора тянет пельменями до обеда еще 4 минут,bad
36847,rt так сегодня вечером меня ждет подогретое пиво ибо болеть нельзя,bad
36848,не знаю хочет она этого или нет я думаю что нет,bad
36849,хахахаха мен күле алмаймын,bad
36850,сәлем хорватия 3 сіздер дауыс берген тізімдер жасырылды,bad
36851,эх викуся не такая ты уж и хорошая оказалась как я думал самая обычная,bad
36852,rt oh oh lol шынымен соңғы жазбаға байланысты жазылудан бас тарттым,bad
36853,привет велосипед прощайте шорты abercombie amp amp fitch,bad
36854,"Блин, біз сенімен Янаға жұмада қоңырау шалғымыз келді, бірақ сенде әрдайым кештер болады",bad
36855,"сыртта ауа-райы өте салқын, көңіл-күй жоқ, мен серуендеуге не бармайтынымды білмеймін",bad
36856,"5 см сұрады, олар мені кесіп тастады 1 15 менің шашым үшін",bad
36857,на стриме вайп но как же мой ангел сэт и семка хп обидаобидная,bad
36858,xcover271 сатылымнан қайда кетті,bad
36859,"Мен өтірік айттым, ол бар күшімен тепкіледі",bad
36860,туралы түсініктемелер,bad
36861,"RT 33 жыл өтті, сен мен үшін емессің, сен әрқашан тірісің, керемет музыка үшін рахмет бәріне рахмет Джонни сені жақсы көремін ри",bad
36862,Yandex блогынан іздеу мені сиқырлы қоянды o o іздеуге шақырады,bad
36863,Бүгін үлкен күн,bad
36864,және ең қорқыныштысы - мен сені енді ешқашан көрмеймін,bad
36865,нет не надо врач сказал в морг значит в морг,bad
36866,давай задавай вопрос а то скучно слабо да,bad
36867,сол түні қар жауып кетті,bad
36868,"Сізде барлық қыс, менде тек желтоқсан бар",bad
36869,это чувство когда с самого утра сбывается твой сон о о главное чтобы он до конца не сбылся а то там трындец,bad
36870,жаңартудан кейін ангар ағашы бір жерде жоғалып кетті,bad
36871,"бірдеңе сынған болса, менімен екі апта демалыңыз",bad
36872,башка болит шо пиздец такое ощущение что я бухала всю ночь,bad
36873,rt 4 жыл бұрын түрмедегі қатыгез станфорд эксперименті труизм күшінің адамды бүлдіретінін дәлелдеді,bad
36874,на завтра еще не подготовился к парам щас буду сидеть делать задания,bad
36875,блин хороший кот был хоть и кашлял,bad
36876,сіз ешқашан брендтің қууын түсінбедіңіз,bad
36877,типичная самара,bad
36878,Мен жұмыс істейтін жаңа жылдық шыршалар фмшуг молекулярлық вирусологиясы бойынша арнайы курстың видеобағдарламасы 1 11 сынып,bad
36879,"Жұмыс күнінің аяқталуына 2 минут қалғанда жалқаулық миымды басып кетті, мен онымен күресуім керек, бірақ мен ешқашан жеңіп көрмеппін",bad
36880,содан кейін мен үшін оларды бастау шындыққа сәйкес келмейді,bad
36881,"әйтеуір бәрі біртүрлі, бәрі жақсарып бара жатқан сияқты, бірақ бәрібір нашар",bad
36882,"Маған қараңдар, бірақ мен де келмес едім",bad
36883,killswitch engage 7 апреля 2 14 в токио о бляяяя я просто обязан там быть,bad
36884,"дәл қазір мен фильмді көріп, шаңын сүртемін",bad
36885,провайдер мереке сезімін бұзды,bad
36886,иә қаншық Мен бұл кітаптарды жек көремін Мен бәрін жек көремін,bad
36887,Бүгін олар сізге армандаған командалық бақылаумен не көрсететінін көріңіз,bad
36888,майданға бару ыстық кімге бармасқа,bad
36889,"өздерін мінсіз әйел етіп көрсетіңіз, дегенмен микроавтобустың есігі олардың үстінен сәл өтіп кетті",bad
36890,"Мен бұл бал үшін миллионерге айналуым керек, мтвстарға 3 секундтан бастап марсқа",bad
36891,так сегодня полагается безудержный разгул в честь 7 летия джима моррисона и судя по всему он будет виртуальным,bad
36892,"таң ешқашан жақсы болмайды және ол 2 минут бұрын басталды, бірақ бәрібір никерта ұйықтай алмады",bad
36893,біздің патрульден біреу ұстап алған сияқты,bad
36894,"ахахахаха, бағалаулар бойынша, іргетастың астындағы белдеуді түзету керек, әйтпесе менде жаңа жылдық мерекелер болмайды",bad
36895,"Мен екі қалауымның арасында қалып қойдым, ал мен сені таңдай алмаймын иә сен бақыттысың",bad
36896,"және олар Facebook-те не жазады, мен дұрыс адамдарды оқымайтын шығармын",bad
36897,Мен салқындай бастаймын деп ойлаймын және бұл өте қатты,bad
36898,ааххахах сіз ұлуды көрмедіңіз мен су ішіп бара жатырмын,bad
36899,"анам кейде осылай жасайды, содан кейін бізде екі қажет емес нәрсе бар",bad
36900,я перебрался на эту станцию после чистки ff,bad
36901,to t t lki car in d menereba,bad
36902,я так не хочу в москву а надо факинг работа взаимныйфолловинг,bad
36903,см грязные ублюдки играющие на чувствах керса и тао 99,bad
